"scenario","region","basin","year","Units","value"
"ARM_Reference","Africa_Eastern","ShebJubR",2030,"2015$",7156700562.2256
"ARM_Reference","Africa_Eastern","ShebJubR",2035,"2015$",8111060955.9894
"ARM_Reference","Africa_Eastern","ShebJubR",2040,"2015$",9179532186.09099
"ARM_Reference","Africa_Eastern","ShebJubR",2045,"2015$",10373237783.8447
"ARM_Reference","Africa_Eastern","ShebJubR",2050,"2015$",11661236968.3603
"ARM_Reference","Africa_Northern","AfrCstNW",1975,"2015$",2259343012.05235
"ARM_Reference","Africa_Northern","AfrCstNW",1990,"2015$",4933384663.2392
"ARM_Reference","Africa_Northern","AfrCstNW",2005,"2015$",6299284260.60853
"ARM_Reference","Africa_Northern","AfrCstNW",2010,"2015$",7096637845.62358
"ARM_Reference","Africa_Northern","AfrCstNW",2015,"2015$",8481526648.53872
"ARM_Reference","Africa_Northern","AfrCstNW",2020,"2015$",9376578068.69516
"ARM_Reference","Africa_Northern","AfrCstNW",2025,"2015$",10038781383.9872
"ARM_Reference","Africa_Northern","AfrCstNW",2030,"2015$",10660448182.582
"ARM_Reference","Africa_Northern","AfrCstNW",2035,"2015$",11459640991.9088
"ARM_Reference","Africa_Northern","AfrCstNW",2040,"2015$",12271088816.0923
"ARM_Reference","Africa_Northern","AfrCstNW",2045,"2015$",13052439548.0545
"ARM_Reference","Africa_Northern","AfrCstNW",2050,"2015$",13786341683.1086
"ARM_Reference","Africa_Northern","AfrIntN",1975,"2015$",215782718.858434
"ARM_Reference","Africa_Northern","AfrIntN",1990,"2015$",324941404.119384
"ARM_Reference","Africa_Northern","AfrIntN",2005,"2015$",565342067.154917
"ARM_Reference","Africa_Northern","AfrIntN",2010,"2015$",719325702.961268
"ARM_Reference","Africa_Northern","AfrIntN",2015,"2015$",909018922.990668
"ARM_Reference","Africa_Northern","AfrIntN",2020,"2015$",755964764.627196
"ARM_Reference","Africa_Northern","AfrIntN",2025,"2015$",720651793.470348
"ARM_Reference","Africa_Northern","AfrIntN",2030,"2015$",692564729.069002
"ARM_Reference","Africa_Northern","AfrIntN",2035,"2015$",816527703.646206
"ARM_Reference","Africa_Northern","AfrIntN",2040,"2015$",993396316.77252
"ARM_Reference","Africa_Northern","AfrIntN",2045,"2015$",1180160089.24236
"ARM_Reference","Africa_Northern","AfrIntN",2050,"2015$",1344505136.79481
"ARM_Reference","Africa_Northern","MeditE",1975,"2015$",72476657.602643
"ARM_Reference","Africa_Northern","MeditE",1990,"2015$",123963446.03006
"ARM_Reference","Africa_Northern","MeditE",2005,"2015$",232221339.512785
"ARM_Reference","Africa_Northern","MeditE",2010,"2015$",266272504.372945
"ARM_Reference","Africa_Northern","MeditE",2015,"2015$",278610671.175445
"ARM_Reference","Africa_Northern","MeditE",2020,"2015$",339033042.056734
"ARM_Reference","Africa_Northern","MeditE",2025,"2015$",376616195.555989
"ARM_Reference","Africa_Northern","MeditE",2030,"2015$",414808525.073071
"ARM_Reference","Africa_Northern","MeditE",2035,"2015$",448409998.178483
"ARM_Reference","Africa_Northern","MeditE",2040,"2015$",481378858.51195
"ARM_Reference","Africa_Northern","MeditE",2045,"2015$",511998337.940663
"ARM_Reference","Africa_Northern","MeditE",2050,"2015$",538969308.226398
"ARM_Reference","Africa_Northern","MeditS",1975,"2015$",3359583842.85923
"ARM_Reference","Africa_Northern","MeditS",1990,"2015$",5097854891.53047
"ARM_Reference","Africa_Northern","MeditS",2005,"2015$",8306061041.4684
"ARM_Reference","Africa_Northern","MeditS",2010,"2015$",10032720703.6978
"ARM_Reference","Africa_Northern","MeditS",2015,"2015$",12331795696.1432
"ARM_Reference","Africa_Northern","MeditS",2020,"2015$",14094071988.7212
"ARM_Reference","Africa_Northern","MeditS",2025,"2015$",15752564642.685
"ARM_Reference","Africa_Northern","MeditS",2030,"2015$",17327337798.2015
"ARM_Reference","Africa_Northern","MeditS",2035,"2015$",18976021185.2507
"ARM_Reference","Africa_Northern","MeditS",2040,"2015$",20211562004.5866
"ARM_Reference","Africa_Northern","MeditS",2045,"2015$",21473153789.5351
"ARM_Reference","Africa_Northern","MeditS",2050,"2015$",22547403897.7744
"ARM_Reference","Africa_Northern","NileR",1975,"2015$",7033642133.2772
"ARM_Reference","Africa_Northern","NileR",1990,"2015$",11427545475.682
"ARM_Reference","Africa_Northern","NileR",2005,"2015$",20411168269.548
"ARM_Reference","Africa_Northern","NileR",2010,"2015$",22936117516.445
"ARM_Reference","Africa_Northern","NileR",2015,"2015$",24016591910.913
"ARM_Reference","Africa_Northern","NileR",2020,"2015$",26247192739.6052
"ARM_Reference","Africa_Northern","NileR",2025,"2015$",28684465977.8878
"ARM_Reference","Africa_Northern","NileR",2030,"2015$",31317818102.8219
"ARM_Reference","Africa_Northern","NileR",2035,"2015$",33548854843.97
"ARM_Reference","Africa_Northern","NileR",2040,"2015$",36085156734.7805
"ARM_Reference","Africa_Northern","NileR",2045,"2015$",38537372046.7126
"ARM_Reference","Africa_Northern","NileR",2050,"2015$",40749679597.1839
"ARM_Reference","Africa_Northern","SinaiP",1975,"2015$",1897575.50631705
"ARM_Reference","Africa_Northern","SinaiP",1990,"2015$",3314491.38924505
"ARM_Reference","Africa_Northern","SinaiP",2005,"2015$",6448206.31729225
"ARM_Reference","Africa_Northern","SinaiP",2010,"2015$",7375919.87354425
"ARM_Reference","Africa_Northern","SinaiP",2015,"2015$",7775538.50437385
"ARM_Reference","Africa_Northern","SinaiP",2020,"2015$",9572083.67608805
"ARM_Reference","Africa_Northern","SinaiP",2025,"2015$",10601346.5797115
"ARM_Reference","Africa_Northern","SinaiP",2030,"2015$",11681879.9204547
"ARM_Reference","Africa_Northern","SinaiP",2035,"2015$",12487311.7689903
"ARM_Reference","Africa_Northern","SinaiP",2040,"2015$",13365906.4216158
"ARM_Reference","Africa_Northern","SinaiP",2045,"2015$",14245801.0138586
"ARM_Reference","Africa_Northern","SinaiP",2050,"2015$",15081269.8142686
"ARM_Reference","Africa_Southern","AfrCstE",1975,"2015$",3452742422.71
"ARM_Reference","Africa_Southern","AfrCstE",1990,"2015$",4231962709.975
"ARM_Reference","Africa_Southern","AfrCstE",2005,"2015$",6584989915.77
"ARM_Reference","Africa_Southern","AfrCstE",2010,"2015$",8235646955.62
"ARM_Reference","Africa_Southern","AfrCstE",2015,"2015$",9157892768.0373
"ARM_Reference","Africa_Southern","AfrCstE",2020,"2015$",10310618622.9242
"ARM_Reference","Africa_Southern","AfrCstE",2025,"2015$",11689864145.0402
"ARM_Reference","Africa_Southern","AfrCstE",2030,"2015$",13139519358.4163
"ARM_Reference","Africa_Southern","AfrCstE",2035,"2015$",14350453069.8043
"ARM_Reference","Africa_Southern","AfrCstE",2040,"2015$",15677392580.2778
"ARM_Reference","Africa_Southern","AfrCstE",2045,"2015$",17135797819.7448
"ARM_Reference","Africa_Southern","AfrCstE",2050,"2015$",18667754255.565
"ARM_Reference","Africa_Southern","AfrCstS",1975,"2015$",953319226.72
"ARM_Reference","Africa_Southern","AfrCstS",1990,"2015$",1389119500.3
"ARM_Reference","Africa_Southern","AfrCstS",2005,"2015$",1847654719.855
"ARM_Reference","Africa_Southern","AfrCstS",2010,"2015$",1994996268.755
"ARM_Reference","Africa_Southern","AfrCstS",2015,"2015$",2222994836.27361
"ARM_Reference","Africa_Southern","AfrCstS",2020,"2015$",2474788691.00018
"ARM_Reference","Africa_Southern","AfrCstS",2025,"2015$",2756597312.61586
"ARM_Reference","Africa_Southern","AfrCstS",2030,"2015$",3048200622.18989
"ARM_Reference","Africa_Southern","AfrCstS",2035,"2015$",3183190094.25571
"ARM_Reference","Africa_Southern","AfrCstS",2040,"2015$",3334276889.15091
"ARM_Reference","Africa_Southern","AfrCstS",2045,"2015$",3496688606.56582
"ARM_Reference","Africa_Southern","AfrCstS",2050,"2015$",3646233866.46689
"ARM_Reference","Africa_Southern","AfrCstSE",1975,"2015$",847782081.405
"ARM_Reference","Africa_Southern","AfrCstSE",1990,"2015$",747790791.86
"ARM_Reference","Africa_Southern","AfrCstSE",2005,"2015$",1083823372.73
"ARM_Reference","Africa_Southern","AfrCstSE",2010,"2015$",1201514765.955
"ARM_Reference","Africa_Southern","AfrCstSE",2015,"2015$",1292645236.06545
"ARM_Reference","Africa_Southern","AfrCstSE",2020,"2015$",1542860644.41684
"ARM_Reference","Africa_Southern","AfrCstSE",2025,"2015$",1854354700.94152
"ARM_Reference","Africa_Southern","AfrCstSE",2030,"2015$",2207115864.05126
"ARM_Reference","Africa_Southern","AfrCstSE",2035,"2015$",2407365762.1126
"ARM_Reference","Africa_Southern","AfrCstSE",2040,"2015$",2630438231.54379
"ARM_Reference","Africa_Southern","AfrCstSE",2045,"2015$",2874375031.1071
"ARM_Reference","Africa_Southern","AfrCstSE",2050,"2015$",3127993620.77331
"ARM_Reference","Africa_Southern","AfrCstSW",1975,"2015$",14933215.395
"ARM_Reference","Africa_Southern","AfrCstSW",1990,"2015$",18136799.38
"ARM_Reference","Africa_Southern","AfrCstSW",2005,"2015$",34535983.265
"ARM_Reference","Africa_Southern","AfrCstSW",2010,"2015$",40698880.005
"ARM_Reference","Africa_Southern","AfrCstSW",2015,"2015$",43656486.27081
"ARM_Reference","Africa_Southern","AfrCstSW",2020,"2015$",42517798.9418364
"ARM_Reference","Africa_Southern","AfrCstSW",2025,"2015$",43294332.1561747
"ARM_Reference","Africa_Southern","AfrCstSW",2030,"2015$",43966668.5832017
"ARM_Reference","Africa_Southern","AfrCstSW",2035,"2015$",46425201.5810289
"ARM_Reference","Africa_Southern","AfrCstSW",2040,"2015$",49231304.0543901
"ARM_Reference","Africa_Southern","AfrCstSW",2045,"2015$",52364584.7380473
"ARM_Reference","Africa_Southern","AfrCstSW",2050,"2015$",55582181.3041188
"ARM_Reference","Africa_Southern","AfrIntS",1975,"2015$",248233478.815
"ARM_Reference","Africa_Southern","AfrIntS",1990,"2015$",257278196.77
"ARM_Reference","Africa_Southern","AfrIntS",2005,"2015$",561201333.315
"ARM_Reference","Africa_Southern","AfrIntS",2010,"2015$",785693987.015
"ARM_Reference","Africa_Southern","AfrIntS",2015,"2015$",912386156.692101
"ARM_Reference","Africa_Southern","AfrIntS",2020,"2015$",1051694233.50048
"ARM_Reference","Africa_Southern","AfrIntS",2025,"2015$",1248909170.06636
"ARM_Reference","Africa_Southern","AfrIntS",2030,"2015$",1455585718.25311
"ARM_Reference","Africa_Southern","AfrIntS",2035,"2015$",1864656020.21111
"ARM_Reference","Africa_Southern","AfrIntS",2040,"2015$",2363220953.76349
"ARM_Reference","Africa_Southern","AfrIntS",2045,"2015$",2966406810.17428
"ARM_Reference","Africa_Southern","AfrIntS",2050,"2015$",3675473247.42927
"ARM_Reference","Africa_Southern","AngolaCst",1975,"2015$",688173299.275
"ARM_Reference","Africa_Southern","AngolaCst",1990,"2015$",569934759.415
"ARM_Reference","Africa_Southern","AngolaCst",2005,"2015$",1850236712.065
"ARM_Reference","Africa_Southern","AngolaCst",2010,"2015$",3018937538.575
"ARM_Reference","Africa_Southern","AngolaCst",2015,"2015$",3639849374.95392
"ARM_Reference","Africa_Southern","AngolaCst",2020,"2015$",4180350627.45459
"ARM_Reference","Africa_Southern","AngolaCst",2025,"2015$",4859146903.27619
"ARM_Reference","Africa_Southern","AngolaCst",2030,"2015$",5595335346.42517
"ARM_Reference","Africa_Southern","AngolaCst",2035,"2015$",7094303525.53861
"ARM_Reference","Africa_Southern","AngolaCst",2040,"2015$",8817650288.43786
"ARM_Reference","Africa_Southern","AngolaCst",2045,"2015$",10762030261.7256
"ARM_Reference","Africa_Southern","AngolaCst",2050,"2015$",12914147486.2622
"ARM_Reference","Africa_Southern","CongoR",1975,"2015$",1843161402.915
"ARM_Reference","Africa_Southern","CongoR",1990,"2015$",2339825932.5
"ARM_Reference","Africa_Southern","CongoR",2005,"2015$",4504444575.995
"ARM_Reference","Africa_Southern","CongoR",2010,"2015$",6365487193.59
"ARM_Reference","Africa_Southern","CongoR",2015,"2015$",7189230676.69248
"ARM_Reference","Africa_Southern","CongoR",2020,"2015$",7958564376.7772
"ARM_Reference","Africa_Southern","CongoR",2025,"2015$",8966387891.63471
"ARM_Reference","Africa_Southern","CongoR",2030,"2015$",10012264304.6934
"ARM_Reference","Africa_Southern","CongoR",2035,"2015$",11171218490.652
"ARM_Reference","Africa_Southern","CongoR",2040,"2015$",12449179749.8311
"ARM_Reference","Africa_Southern","CongoR",2045,"2015$",13853335935.898
"ARM_Reference","Africa_Southern","CongoR",2050,"2015$",15338363805.4756
"ARM_Reference","Africa_Southern","GuineaGulf",1975,"2015$",7061413.275
"ARM_Reference","Africa_Southern","GuineaGulf",1990,"2015$",5926485.95
"ARM_Reference","Africa_Southern","GuineaGulf",2005,"2015$",19701974.88
"ARM_Reference","Africa_Southern","GuineaGulf",2010,"2015$",32164258.28
"ARM_Reference","Africa_Southern","GuineaGulf",2015,"2015$",37826786.602605
"ARM_Reference","Africa_Southern","GuineaGulf",2020,"2015$",43316083.0826114
"ARM_Reference","Africa_Southern","GuineaGulf",2025,"2015$",50098500.91525
"ARM_Reference","Africa_Southern","GuineaGulf",2030,"2015$",57394154.9916104
"ARM_Reference","Africa_Southern","GuineaGulf",2035,"2015$",73689578.6553249
"ARM_Reference","Africa_Southern","GuineaGulf",2040,"2015$",92536048.8466016
"ARM_Reference","Africa_Southern","GuineaGulf",2045,"2015$",113904536.802271
"ARM_Reference","Africa_Southern","GuineaGulf",2050,"2015$",137643704.433856
"ARM_Reference","Africa_Southern","LimpopoR",1975,"2015$",514581656.54
"ARM_Reference","Africa_Southern","LimpopoR",1990,"2015$",591185055.51
"ARM_Reference","Africa_Southern","LimpopoR",2005,"2015$",730051691.845
"ARM_Reference","Africa_Southern","LimpopoR",2010,"2015$",731305271.375
"ARM_Reference","Africa_Southern","LimpopoR",2015,"2015$",819630352.282455
"ARM_Reference","Africa_Southern","LimpopoR",2020,"2015$",998771401.249407
"ARM_Reference","Africa_Southern","LimpopoR",2025,"2015$",1237782685.85534
"ARM_Reference","Africa_Southern","LimpopoR",2030,"2015$",1495415349.19516
"ARM_Reference","Africa_Southern","LimpopoR",2035,"2015$",1669188930.34752
"ARM_Reference","Africa_Southern","LimpopoR",2040,"2015$",1878737075.957
"ARM_Reference","Africa_Southern","LimpopoR",2045,"2015$",2132229565.40475
"ARM_Reference","Africa_Southern","LimpopoR",2050,"2015$",2419223580.71095
"ARM_Reference","Africa_Southern","NileR",1975,"2015$",727444224.325
"ARM_Reference","Africa_Southern","NileR",1990,"2015$",1058661481.43
"ARM_Reference","Africa_Southern","NileR",2005,"2015$",1488293268.525
"ARM_Reference","Africa_Southern","NileR",2010,"2015$",1893115280.875
"ARM_Reference","Africa_Southern","NileR",2015,"2015$",2086993007.20127
"ARM_Reference","Africa_Southern","NileR",2020,"2015$",2252874010.19616
"ARM_Reference","Africa_Southern","NileR",2025,"2015$",2426156996.63864
"ARM_Reference","Africa_Southern","NileR",2030,"2015$",2626724407.96388
"ARM_Reference","Africa_Southern","NileR",2035,"2015$",2802028654.78941
"ARM_Reference","Africa_Southern","NileR",2040,"2015$",2983575979.28095
"ARM_Reference","Africa_Southern","NileR",2045,"2015$",3174630441.05658
"ARM_Reference","Africa_Southern","NileR",2050,"2015$",3370485801.52644
"ARM_Reference","Africa_Southern","OrangeR",1975,"2015$",120831494.84
"ARM_Reference","Africa_Southern","OrangeR",1990,"2015$",121175845.035
"ARM_Reference","Africa_Southern","OrangeR",2005,"2015$",123505570.125
"ARM_Reference","Africa_Southern","OrangeR",2010,"2015$",128334266.41
"ARM_Reference","Africa_Southern","OrangeR",2015,"2015$",134283822.498059
"ARM_Reference","Africa_Southern","OrangeR",2020,"2015$",146365981.802346
"ARM_Reference","Africa_Southern","OrangeR",2025,"2015$",166234170.812011
"ARM_Reference","Africa_Southern","OrangeR",2030,"2015$",186355636.526567
"ARM_Reference","Africa_Southern","OrangeR",2035,"2015$",167666233.279781
"ARM_Reference","Africa_Southern","OrangeR",2040,"2015$",156135784.676709
"ARM_Reference","Africa_Southern","OrangeR",2045,"2015$",151571306.030124
"ARM_Reference","Africa_Southern","OrangeR",2050,"2015$",151972306.565653
"ARM_Reference","Africa_Southern","RiftValley",1975,"2015$",639725725.8
"ARM_Reference","Africa_Southern","RiftValley",1990,"2015$",942106873.995
"ARM_Reference","Africa_Southern","RiftValley",2005,"2015$",1432074824.46
"ARM_Reference","Africa_Southern","RiftValley",2010,"2015$",1848520903.355
"ARM_Reference","Africa_Southern","RiftValley",2015,"2015$",2037937622.29288
"ARM_Reference","Africa_Southern","RiftValley",2020,"2015$",2227147917.53949
"ARM_Reference","Africa_Southern","RiftValley",2025,"2015$",2475815458.04652
"ARM_Reference","Africa_Southern","RiftValley",2030,"2015$",2738211552.25906
"ARM_Reference","Africa_Southern","RiftValley",2035,"2015$",2994779490.71742
"ARM_Reference","Africa_Southern","RiftValley",2040,"2015$",3278868438.68934
"ARM_Reference","Africa_Southern","RiftValley",2045,"2015$",3593035818.10891
"ARM_Reference","Africa_Southern","RiftValley",2050,"2015$",3924804619.84512
"ARM_Reference","Africa_Southern","ZambeziR",1975,"2015$",3832312741.705
"ARM_Reference","Africa_Southern","ZambeziR",1990,"2015$",4553690700.65
"ARM_Reference","Africa_Southern","ZambeziR",2005,"2015$",7881627327.875
"ARM_Reference","Africa_Southern","ZambeziR",2010,"2015$",10534924742.755
"ARM_Reference","Africa_Southern","ZambeziR",2015,"2015$",12385863779.6985
"ARM_Reference","Africa_Southern","ZambeziR",2020,"2015$",13725424307.0608
"ARM_Reference","Africa_Southern","ZambeziR",2025,"2015$",15458761989.6632
"ARM_Reference","Africa_Southern","ZambeziR",2030,"2015$",17257427747.5201
"ARM_Reference","Africa_Southern","ZambeziR",2035,"2015$",19070724479.2797
"ARM_Reference","Africa_Southern","ZambeziR",2040,"2015$",21084187929.0901
"ARM_Reference","Africa_Southern","ZambeziR",2045,"2015$",23311411539.7633
"ARM_Reference","Africa_Southern","ZambeziR",2050,"2015$",25645472930.2601
"ARM_Reference","Africa_Western","AfrCstNW",1975,"2015$",141457.8566695
"ARM_Reference","Africa_Western","AfrCstNW",1990,"2015$",377998.1477825
"ARM_Reference","Africa_Western","AfrCstNW",2005,"2015$",524804.8061725
"ARM_Reference","Africa_Western","AfrCstNW",2010,"2015$",703377.045
"ARM_Reference","Africa_Western","AfrCstNW",2015,"2015$",1065173.2734755
"ARM_Reference","Africa_Western","AfrCstNW",2020,"2015$",407123.051111066
"ARM_Reference","Africa_Western","AfrCstNW",2025,"2015$",577029.78876522
"ARM_Reference","Africa_Western","AfrCstNW",2030,"2015$",659316.337752464
"ARM_Reference","Africa_Western","AfrCstNW",2035,"2015$",704799.893252613
"ARM_Reference","Africa_Western","AfrCstNW",2040,"2015$",797125.945104335
"ARM_Reference","Africa_Western","AfrCstNW",2045,"2015$",907957.802007006
"ARM_Reference","Africa_Western","AfrCstNW",2050,"2015$",1050303.94178871
"ARM_Reference","Africa_Western","AfrCstW",1975,"2015$",10268401345.0711
"ARM_Reference","Africa_Western","AfrCstW",1990,"2015$",15470279091.7906
"ARM_Reference","Africa_Western","AfrCstW",2005,"2015$",26972964781.2746
"ARM_Reference","Africa_Western","AfrCstW",2010,"2015$",30622395496.035
"ARM_Reference","Africa_Western","AfrCstW",2015,"2015$",36692633423.0778
"ARM_Reference","Africa_Western","AfrCstW",2020,"2015$",41301506439.8882
"ARM_Reference","Africa_Western","AfrCstW",2025,"2015$",46725189139.156
"ARM_Reference","Africa_Western","AfrCstW",2030,"2015$",53198984184.6692
"ARM_Reference","Africa_Western","AfrCstW",2035,"2015$",57973914023.1143
